"name","id"
"Abreva","dr:D03884"
"Abrilumab","dr:D10540"
"Abrineurin","dr:D03205"
"Abrocitinib","dr:D11400"
"absorbable","dr:D03923"
"absorbent","dr:D04305"
"Absorica","dr:D00348"
"Absorptive cream","dr:D05354"
"Absorptive ointment","dr:D05354"
"Abstral","dr:D01399"
"ABT-089","dr:D09367"
"Abthrax","dr:D05706"
"Abufene","dr:D07561"
"Ac-Di-Sol","dr:D03608"
"Acacia","dr:D02779"
"Acadesine","dr:D02742"
"Acadrex","dr:D07952"
"Acalabrutinib","dr:D10893"
"Acamprosate","dr:D07058"
"Acamprosate calcium","dr:D02780"
"Acamylophenine hydrochloride","dr:D01759"
"Acarbose","dr:D00216"
"Acardi","dr:D01133"
"Acatak Pour-ON","dr:D07964"
"Accenon","dr:D00708"
"Accolate","dr:D00411"
"Accuneb","dr:D00683"
"Accupril","dr:D00459"
"Accurbron","dr:D06103"
"Accuretic","dr:D10278"
"Accutane","dr:D00348"
"ACD-A","dr:D04978"
"ACD-A solution","dr:D04978"
"ACD-A solution and MAP solution","dr:D08744"
"Ace-031","dr:D10347"
"Acebutolol","dr:D02338"
"Acebutolol hydrochloride","dr:D00597"
"Acecainide hydrochloride","dr:D02746"
"Acecarbromal","dr:D07059"
"Acecide","dr:D03467"
"Aceclidine","dr:D02750"
"Aceclofenac","dr:D01545"
"Acecol","dr:D01119"
"Acedapsone","dr:D02751"
"Acediasulfone sodium","dr:D07061"
"Acedicone","dr:D08579"
"Acefylline piperazine","dr:D07062"
"Aceglatone","dr:D01805"
"Aceglutamide","dr:D07063"
"Aceglutamide aluminum","dr:D01660"
"Acemannan","dr:D02781"
"Acemetacin","dr:D01582"
"Aceneuramic acid","dr:D11016"
"Acenocoumarin","dr:D07064"
"Acenocoumarol","dr:D07064"
"Aceon","dr:D00624"
"Acepromazine","dr:D07065"
"Acepromazine maleate","dr:D02604"
"Acesulfame potassium","dr:D08836"
"acetaminophen","dr:D04044"
"Acetaminophen","dr:D00217"
"acetaminophen and anhydrous caffeine","dr:D03976"
"acetaminophen and bromovalerylurea","dr:D08695"
"Acetaminophen and codeine phosphate","dr:D02146"
"Acetaminophen and oxycodone hydrochloride","dr:D02153"
"Acetarsol","dr:D07110"
"Acetarsone","dr:D07110"
"Acetasol","dr:D00010"
"Acetazolamide","dr:D00218"
"Acetazolamide sodium","dr:D01196"
"Acetic acid","dr:D00010"
"Acetocaustin","dr:D07677"
"Acetohexamide","dr:D00219"
"Acetohydroxamic acid","dr:D00220"
"Acetomenaphtone","dr:D01676"
"Acetone","dr:D02311"
"Acetophenazine maleate","dr:D00788"
"Acetosulfone sodium","dr:D02752"
"Acetrizoic acid","dr:D02457"
"Acetylaminonitropropoxybenzene","dr:D07553"
"Acetylcholine chloride","dr:D00999"
"Acetylcodone","dr:D07557"
"Acetylcysteine","dr:D00221"
"Acetylcysteine Sodium","dr:D07554"
"Acetylcysteine sodium salt","dr:D07554"
"Acetyldigitoxin","dr:D06881"
"Acetyldigoxin","dr:D07555"
"Acetyldigoxin beta isomer","dr:D07556"
"Acetylkitasamycin","dr:D01614"
"Acetylleucine","dr:D07350"
"Acetylmethadol","dr:D04973"
"Acetylpheneturide","dr:D01409"
"Acetylsalicylic acid","dr:D00109"
"Acetylsalicylic acid and lansoprazole","dr:D10527"
"Acetylspiramycin","dr:D02420"
"Acetylsulfamethoxazole","dr:D01601"
"Acetylsulfaphenazole","dr:D09769"
"Acetylsulfisoxazole","dr:D05956"
"Acexamic acid","dr:D07074"
"Achyranthes root","dr:D06722"
"Achyranthese root","dr:D06722"
"Aciclovir","dr:D00222"
"Acid -Citrate -Dextrose solution","dr:D04978"
"Acido tricloroacetico","dr:D08633"
"Acidum amfonelicum","dr:D02897"
"Acifran","dr:D02753"
"Acinon","dr:D00440"
"Aciphex","dr:D00724"
"Acipimox","dr:D07190"
"Aciquel","dr:D05579"
"Acitazanolast hydrate","dr:D03233"
"Acitretin","dr:D02754"
"Acivicin","dr:D02755"
"Aclacinomycin A","dr:D02756"
"Aclacinon","dr:D01911"
"Aclame","dr:D02814"
"Aclarubicin","dr:D02756"
"Aclarubicin hydrochloride","dr:D01911"
"Aclatonium napadisilate","dr:D01955"
"Aclidinium bromide","dr:D08837"
"Aclovate","dr:D01820"
"ACM","dr:D02756"
"Acoalan","dr:D10684"
"Acodazole hydrochloride","dr:D02757"
"Acolbifene hydrochloride","dr:D02758"
"Acomplia","dr:D05731"
"Aconip","dr:D00141"
"Acorafloxacin","dr:D10435"
"Acorafloxacin hydrochloride","dr:D10544"
"Acori graminei rhizoma","dr:D09151"
"Acorus gramineus rhizome","dr:D09151"
"Acotiamide hydrochloride","dr:D08838"
"Acotiamide hydrochloride hydrate","dr:D08838"
"ACPC","dr:D01334"
"Acreozast","dr:D09770"
"Acri-deca","dr:D08338"
"Acrinol and zinc oxide oil","dr:D05347"
"Acrinol hydrate","dr:D01248"
"Acrisorcin","dr:D02759"
"Acrivastine","dr:D02760"
"Acronine","dr:D02378"
"Actaplanin","dr:D02782"
"Actapront","dr:D08091"
"Actarit","dr:D01395"
"Actebral","dr:D07764"
"Actemra","dr:D02596"
"ACTH","dr:D00146"
"Acthar","dr:D00146"
"Acthar gel-syntehtic","dr:D05827"
"Acthib","dr:D09189"
"Acthrel","dr:D03592"
"Acticort","dr:D00088"
"Actigall","dr:D00734"
"Actimmune","dr:D00747"
"Actinamin","dr:D01175"
"Actinex","dr:D04862"
"Actinomycin D","dr:D00214"
"Actinoquinol sodium","dr:D02761"
"Actisomide","dr:D02762"
"Activase","dr:D02837"
"activated","dr:D03045"
"Activella","dr:D09188"
"Actodigin","dr:D02763"
"Actogard","dr:D07479"
"Actonel","dr:D00942"
"Actopamin","dr:D00633"
"Actos","dr:D00945"
"Actosin","dr:D01238"
"Actoxumab","dr:D10360"
"Acuatim","dr:D01147"
"Acular","dr:D00813"
"Acunaso","dr:D08449"
"Acupan","dr:D05133"
"Acutect","dr:D06027"
"Acyclovir","dr:D00222"
"Acyclovir and hydrochortisone","dr:D11627"
"Acyclovir sodium","dr:D02764"
"Acylanid","dr:D06881"
"Aczone","dr:D00592"
"AD 5423","dr:D01176"
"Adafosbuvir","dr:D11364"
"Adagen","dr:D05384"
"Adagloxad simolenin","dr:D11205"
"Adakveo","dr:D11480"
"Adalat","dr:D00437"
"Adalimumab","dr:D02597"
"Adalin","dr:D02619"
"Adapalene","dr:D01112"
"Adapalene and benzoyl peroxide","dr:D10792"
"Adaprolol maleate","dr:D02765"
"Adaptinol","dr:D01031"
"Adasuve","dr:D02340"
"Adatanserin hydrochloride","dr:D02767"
"Adavivint","dr:D11588"
"Adavosertib","dr:D11361"
"Adcetris","dr:D09587"
"Adcirca","dr:D02008"
"Adderall","dr:D11624"
"Addyi","dr:D02577"
"Adecut","dr:D01667"
"Adeflavin","dr:D00005"
"Adefovir","dr:D02768"
"Adefovir dipivoxil","dr:D01655"
"Adefovir pivoxil","dr:D01655"
"Adegramotide","dr:D11057"
"Adegramotide acetate","dr:D11058"
"Adegrapepimut-S","dr:D11057"
"Adehl","dr:D01697"
"Adelatinib","dr:D10585"
"Adelavin","dr:D04959"
"Adelax","dr:D08171"
"Adelir","dr:D01065"
"Ademetionine","dr:D07128"
"Ademetionine tosilate disulfate","dr:D07592"
"Ademol","dr:D02453"
"Adempas","dr:D09572"
"adenine","dr:D08743"
"Adenine","dr:D00034"
"Adenocard","dr:D00045"
"Adenophora root","dr:D09144"
"Adenophrae radix","dr:D09144"
"Adenoscan","dr:D00045"
"Adenosine","dr:D00045"
"Adenosine 5'-triphosphate disodium","dr:D02300"
"Adenosine phosphate","dr:D02769"
"Adenosine triphosphate disodium","dr:D08647"
"Adenosine triphosphate disodium hydrate","dr:D02300"
"Adenosine triphosphate disodium trihydrate","dr:D02300"
"Adenyl","dr:D02769"
"Adeozast","dr:D09770"
"Aderbasib","dr:D09320"
"Aderoxal","dr:D03281"
"Adestan-G","dr:D01480"
"Adestolmin","dr:D03246"
"Adevirock","dr:D03287"
"adhesive","dr:D03053"
"Adhesive bandage","dr:D03053"
"Adimlecleucel","dr:D11143"
"Adinazolam","dr:D02770"
"Adinazolam mesylate","dr:D02771"
"Adipex-p","dr:D05459"
"Adiphenine hydrochloride","dr:D02772"
"Adipic acid","dr:D08839"
"Adipiodone","dr:D01774"
"Adipiplon","dr:D08840"
"Adlay","dr:D10238"
"Adlyxin","dr:D09729"
"Ado-trastuzumab emtansine","dr:D09980"
"Adoair diskus","dr:D08699"
"Adobiol","dr:D01504"
"Adomeglivant","dr:D10861"
"Adomiparin","dr:D07510"
"Adomiparin sodium","dr:D02980"
"Adosterol","dr:D02043"
"Adozelesin","dr:D02773"
"ADR","dr:D03899"
"Adrafinil","dr:D07348"
"adrenal extract and salicylic acid","dr:D04800"
"Adrenalin","dr:D00095"
"Adrenalin chloride","dr:D00996"
"Adrenaline","dr:D00095"
"Adrenalone","dr:D02774"
"Adrenalone hydrochloride","dr:D07560"
"Adrenochrome monoaminoguanidine mesilate hydrate","dr:D03272"
"Adrenochrome monoguanylhydrazone methanesulfonate monohydrate","dr:D03272"
"Adreview","dr:D04557"
"Adriacin","dr:D01275"
"Adriamycin","dr:D01275"
"Adriblastina","dr:D03899"
"Adrogolide hydrochloride","dr:D02775"
"Adrovance","dr:D10841"
"Adrucil","dr:D00584"
"adsorbable surgical","dr:D05983"
"Adsorbanac","dr:D02056"
"Adsorbed diphtheria toxoid for adult use","dr:D03927"
"Adsorbed diphtheria-purified pertussis-tetanus combined vaccine","dr:D05356"
"Adsorbed diphtheria-purified pertussis-tetanus-inactivated polio combined vaccine","dr:D10214"
"Adsorbed diphtheria-tetanus combined toxoid","dr:D05257"
"Adsorbed hepatitis B vaccine","dr:D05324"
"Adsorbed influenza virus vaccine","dr:D10215"
"Adsorbed purified pertussis vaccine","dr:D05445"
"Adsorbed tetanus toxoid","dr:D05316"
"Adsorbin","dr:D03237"
"Adspec","dr:D08526"
"Aducanumab","dr:D10541"
"Advaferon","dr:D02744"
"Advantan","dr:D07203"
"Advate","dr:D05409"
"Advexin","dr:D06577"
"Advicor","dr:D10292"
"Advil","dr:D00126"
"Advocid","dr:D03646"
"Advocin","dr:D07774"
"Adzenys","dr:D07445"
"AE 0047","dr:D01933"
"Aerinaze","dr:D10850"
"Aerivio Spiromax","dr:D08699"
"Aerospan","dr:D00324"
"Aerosporin","dr:D01066"
"Aersolin D","dr:D04769"
"Aescine","dr:D07912"
"Aethoxysklerol","dr:D01993"
"AF-2","dr:D02528"
"Afamelanotide","dr:D10511"
"Afamelanotide acetate","dr:D11334"
"Afasevikumab","dr:D10902"
"Afatinib","dr:D09724"
"Afatinib dimaleate","dr:D09733"
"Afatinib maleate","dr:D09733"
"Afeditab CR","dr:D00437"
"Afegostat","dr:D09576"
"Afegostat tartrate","dr:D09577"
"Afelimomab","dr:D07436"
"Afema","dr:D03778"
"Affinitak","dr:D02970"
"Afimoxifene","dr:D06551"
"Afinitor","dr:D02714"
"Aflibercept","dr:D09574"
"Aflibercept beta","dr:D10819"
"Afloqualone","dr:D01638"
"Afovirsen sodium","dr:D02783"
"Afoxolaner","dr:D10361"
"AFP-Cide","dr:D06352"
"Afrinol","dr:D05649"
"Afstyla","dr:D10818"
"Aftobetin","dr:D10583"
"Aftobetin hydrochloride","dr:D10607"
"Afuresertib","dr:D10381"
"Afuresertib hydrochloride","dr:D10382"
"Afusona","dr:D01764"
"Agalsidase alfa","dr:D02784"
"Agalsidase beta","dr:D03228"
"Aganepag","dr:D09861"
"Aganepag ethanediol","dr:D09862"
"Aganepag isopropyl","dr:D09863"
"Agar","dr:D01032"
"Agarwood","dr:D10234"
"Agatolimod","dr:D08841"
"Agatolimod sodium","dr:D08842"
"Agenerase","dr:D00894"
"Aggrastat","dr:D01029"
"Aggrenox","dr:D11615"
"Aglepristone","dr:D07096"
"Agomelatine","dr:D02578"
"Agrastat","dr:D08607"
"Agreal","dr:D07311"
"Agribon","dr:D01142"
"Agrylin","dr:D02933"
"Agucort","dr:D08306"
"Aibeta","dr:D10298"
"Aim","dr:D05864"
"Aimix","dr:D10243"
"Aimmugen","dr:D08778"
"Aimovig","dr:D10928"
"Air","dr:D03043"
"Air salonpas","dr:D08731"
"Airomate","dr:D01638"
"Aiviosin","dr:D10034"
"Ajicef","dr:D01568"
"Ajimalin","dr:D00199"
"Ajmalicine","dr:D08470"
"Ajmaline","dr:D00199"
"Ajovy","dr:D11055"
"Ajulemic acid","dr:D11312"
"Akebia stem","dr:D06794"
"Akebiae caulis","dr:D06794"
"Akineton","dr:D00779"
"Aklief","dr:D11225"
"Aklomide","dr:D02785"
"Aklonin","dr:D08345"
"AKM","dr:D01868"
"Akne-mycin","dr:D00140"
"Akrinol","dr:D02759"
"Aktipak","dr:D11646"
"Akynzeo","dr:D10572"
"Akyo","dr:D06892"
"Alacepril","dr:D01900"
"Aladorian","dr:D10304"
"Aladorian sodium","dr:D10305"
"Alagebrium chloride","dr:D03206"
"Alamast","dr:D01088"
"Alamecin","dr:D02786"
"Alanine","dr:D00012"
"Alaproclate","dr:D02787"
"Alatrofloxacin","dr:D07562"
"Alatrofloxacin mesylate","dr:D02470"
"Alaway","dr:D08105"
"Alazol","dr:D07855"
"Albaconazole","dr:D09702"
"Albalon","dr:D00743"
"Albamycin","dr:D01209"
"Albendazole","dr:D00134"
"Albendazole oxide","dr:D07106"
"Albenza","dr:D00134"
"Albiglutide","dr:D08843"
"Albinterferon alfa-2b","dr:D08844"
"Albumin","dr:D05424"
"Albumin aggregated","dr:D02788"
"Albumin aggregated iodinated I 131","dr:D02789"
"Albumin aggregated iodinated I 131 serum","dr:D02790"
"Albumin chromated Cr 51 serum","dr:D02791"
"Albumin human","dr:D02792"
"Albumin iodinated I 125","dr:D02793"
"Albumin iodinated I 125 serum","dr:D02794"
"Albumin iodinated I 131","dr:D02795"
"Albumin iodinated I 131 serum","dr:D02796"
"Albumin tannate","dr:D03339"
"Albumotopr-LX","dr:D02790"
"Albuterol","dr:D02147"
"Albuterol sulfate","dr:D00683"
"Albuterol sulfate and ipratropium bromide","dr:D10256"
"Albutoin","dr:D02797"
"Albutrepenonacog alfa","dr:D10770"
"Alcaftadine","dr:D06552"
"Alcaine","dr:D02098"
"Alclofenac","dr:D01252"
"Alclometasone","dr:D07116"
"Alclometasone dipropionate","dr:D01820"
"Alcloxa","dr:D02708"
"Alcohol","dr:D00068"
"Alcohol diluted","dr:D02798"
"Alcolo","dr:D02799"
"Alcuronium chloride","dr:D01215"
"Aldactazide","dr:D10270"
"Aldactone","dr:D00443"
"Aldara","dr:D02500"
"Aldesleukin","dr:D00748"
"Aldesulfone sodium","dr:D02521"
"Aldioxa","dr:D02033"
"Aldomet","dr:D00405"
"Aldos","dr:D01842"
"Aldospray analgesico","dr:D08153"
"Aldosterone","dr:D10528"
"Aldoxorubicin","dr:D10383"
"Aldoxorubicin Hydrochloride","dr:D10384"
"Aldurazyme","dr:D04670"
"Alecensa","dr:D10450"
"Alectinib","dr:D10542"
"Alectinib hydrochloride","dr:D10450"
"Alefacept","dr:D02800"
"Aleglitazar","dr:D08845"
"Alegysal","dr:D01088"
"Alemcinal","dr:D02801"
"Alemtuzumab","dr:D02802"
"Alendronate sodium","dr:D00939"
"Alendronate sodium hydrate","dr:D00939"
"Alendronic acid","dr:D07119"
"Alendronic acid and colecalciferol","dr:D10841"
"Alenfral","dr:D00256"
"Alentemol hydrobromide","dr:D02634"
"Aleplasinin","dr:D08656"
"Alesion","dr:D01713"
"Aletamine hydrochloride","dr:D02803"
"Alevaire","dr:D03261"
"Aleviatin","dr:D02103"
"Aleviatin with phenobarbital","dr:D07583"
"Alexidine","dr:D02804"
"Alexomycin","dr:D02805"
"Alfa Bergamon","dr:D07822"
"alfa-Interferon","dr:D04552"
"Alfacalcidol","dr:D01518"
"Alfadex","dr:D08846"
"Alfaprostol","dr:D02806"
"Alfataliglucerase","dr:D09675"
"Alfatradiol","dr:D07121"
"Alfaxalone","dr:D07282"
"Alfenta","dr:D00835"
"Alfentanil","dr:D07122"
"Alfentanil hydrochloride","dr:D00835"
"Alferminogene tadenovec","dr:D08847"
"Alferon N","dr:D04553"
"Alfibrate","dr:D01208"
"Alfimeprase","dr:D08848"
"Alfuzosin","dr:D07124"
"Alfuzosin hydrochloride","dr:D01692"
"Algeldrate","dr:D02807"
"Algenpantucel-L","dr:D10351"
"Algesal","dr:D07824"
"Algestone acetonide","dr:D02808"
"Algestone acetophenide","dr:D02809"
"Alginic acid","dr:D02324"
"Alginor","dr:D07099"
"Alglucerase","dr:D02810"
"Alglucosidase alfa","dr:D03207"
"Aliaron F","dr:D03319"
"Alicaforsen sodium","dr:D02811"
"Aliconazole","dr:D02584"
"Aliflurane","dr:D02812"
"Alilusem potassium","dr:D09772"
"Alimemazine","dr:D07125"
"Alimemazine tartrate","dr:D02245"
"Alimezine","dr:D02245"
"Alimta","dr:D03828"
"Alinamin","dr:D03286"
"Alinaxin","dr:D03321"
"Alinia","dr:D02486"
"Alipamide","dr:D02813"
"Alipogene tiparvovec","dr:D10843"
"Aliqopa","dr:D10798"
"Alirocumab","dr:D10335"
"Alisertib","dr:D10085"
"Alisertib sodium","dr:D10086"
"Alisertib sodium hydrate","dr:D10086"
"Aliskiren","dr:D03208"
"Aliskiren and amlodipine","dr:D10290"
"Aliskiren fumarate","dr:D06412"
"Aliskiren hemifumarate","dr:D06412"
"Aliskiren hemifumarate and hydrochlorothiazide","dr:D10289"
"Aliskiren hemifumarate and valsartan","dr:D10287"
"Alisma rhizome","dr:D06759"
"Alisporivir","dr:D10087"
"Alitame","dr:D02814"
"Alitan","dr:D11289"
"Alithia N","dr:D04901"
"Alitretinoin","dr:D02815"
"Alizapride","dr:D07102"
"Alizapride hydrochloride","dr:D07563"
"Alizine","dr:D07096"
"Alkeran","dr:D00369"
"Alkyl  benzoate","dr:D02816"
"Alkyldiaminoethylglycine hydrochloride","dr:D04734"
"Alkylpolyaminoethylglycine hydrochloride","dr:D04734"
"Alkylpolyaminoethylglycine hydrochloride and polyoxyethylenealkylphenyl ether","dr:D08713"
"Allantoin","dr:D00121"
"Allantolox","dr:D02708"
"Allegra","dr:D00671"
"Allegra-d","dr:D10252"
"Allelock","dr:D01192"
"Allercur","dr:D01705"
"Allergen extract","dr:D08770"
"Allergex","dr:D07684"
"Allergo filmtabletten","dr:D07997"
"Allii chinensis bulbus","dr:D10764"
"Allium chinense bulb","dr:D10764"
"Allobarbital","dr:D02817"
"Allochrysine","dr:D07478"
"Alloclamide hydrochloride","dr:D01524"
"Alloferin","dr:D01215"
"Allomidon","dr:D01434"
"Allopurinol","dr:D00224"
"Allopurinol sodium","dr:D07564"
"allyl isopropyl acetyl urea","dr:D03976"
"Allyl isothiocyanate","dr:D02818"
"Allylestrenol","dr:D01374"
"Allylisopropylacetylurea","dr:D03975"
"Allynate F","dr:D03299"
"Allzital","dr:D11561"
"Almadrate sulfate","dr:D02819"
"Almagate","dr:D02821"
"Almarl","dr:D01830"
"Almasilate","dr:D07419"
"Almax","dr:D02821"
"Alminium glycinate","dr:D02012"
"Alminoprofen","dr:D01513"
"Alminum sulfate hydrate","dr:D08849"
"Almirid","dr:D07836"
"Almitrine","dr:D07126"
"Almitrine mesylate","dr:D02822"
"Almond oil","dr:D02823"
"almond oil and salicylic acid","dr:D08740"
"Almora","dr:D04835"
"Almorexant","dr:D09964"
"Almotriptan","dr:D02824"
"Almotriptan malate","dr:D02825"
"Alniditan dihydrochloride","dr:D02826"
"Alnovin","dr:D04145"
"Alocril","dr:D00527"
"Aloe","dr:D06681"
"Alofisel","dr:D11397"
"Alogliptin benzoate","dr:D06553"
"Alogliptin benzoate and metformin hydrochloride","dr:D10253"
"Alogliptin benzoate and pioglitazone hydrochloride","dr:D10159"
"Alomide","dr:D04762"
"Alond","dr:D02328"
"Alonimid","dr:D02828"
"Aloprim","dr:D07564"
"Alosetron","dr:D07129"
"Alosetron hydrochloride","dr:D02829"
"Alovudine","dr:D02830"
"Aloxi","dr:D05343"
"Aloxiprin","dr:D07421"
"Alpagelle","dr:D08223"
"Alpelisib","dr:D11011"
"Alpertine","dr:D02635"
"alpha","dr:D07747"
"alpha Amylase","dr:D02831"
"alpha-D-Galactose","dr:D04291"
"alpha-D-Glucose monohydrate","dr:D02325"
"alpha-Naphthylacetic acid","dr:D01558"
"alpha-Zearalanol","dr:D06362"
"Alphadrol","dr:D04227"
"Alphagan","dr:D02076"
"Alphanate","dr:D02958"
"AlphaRedisol","dr:D01027"
"Alpidem","dr:D02833"
"Alpinia katumadai seed","dr:D10767"
"Alpinia offcinarum rhizome","dr:D06801"
"Alpiniae fructus","dr:D06796"
"Alpiniae katsumadai semen","dr:D10767"
"Alprazolam","dr:D00225"
"Alprenolol","dr:D07156"
"Alprenolol hydrochloride","dr:D01182"
"Alprenoxime hydrochloride","dr:D02834"
"Alprolix","dr:D10522"
"Alprostadil","dr:D00180"
"Alprostadil alfadex","dr:D02705"
"Alredase","dr:D02323"
"Alrestatin sodium","dr:D02835"
"Alsactide","dr:D07417"
"Alsiodol","dr:D01518"
"Alsuma","dr:D00676"
"Altabax","dr:D05720"
"Altace","dr:D00421"
"Altafluor benox","dr:D11645"
"Altafur","dr:D02510"
"Altanserin tartrate","dr:D02836"
"Altat","dr:D01467"
"Alteconazole","dr:D02586"
"Alteplase","dr:D02837"
"ALterna GEL","dr:D02416"
"Althiazide","dr:D02838"
"Altinicline maleate","dr:D02839"
"Altinil","dr:D02699"
"Altiratinib","dr:D10862"
"Altizide","dr:D02838"
"Altrenogest","dr:D02840"
"Altretamine","dr:D02841"
"Alum","dr:D01724"
"alum precipitated","dr:D05531"
"Alum precipitated poison ivy extract","dr:D05531"
"Aluminium chloride hexahydrate","dr:D02845"
"aluminium hydroxide","dr:D04364"
"Aluminium sulfate","dr:D07565"
"Alumino nippas calcium","dr:D01643"
"Aluminoparaaminosalicylate calcium","dr:D01643"
"Aluminoparaaminosalicylate calcium hydrate","dr:D01643"
"Aluminoparaaminosalicylate calcium pentahydrate","dr:D01643"
"Aluminum acetate","dr:D02843"
"Aluminum carbonate","dr:D02844"
"Aluminum chlorhydroxide","dr:D02852"
"Aluminum chloride","dr:D02845"
"Aluminum chlorohydrate","dr:D02852"
"Aluminum chlorohydrex","dr:D02853"
"Aluminum chlorohydrex polyethylene glycol","dr:D02854"
"Aluminum chlorohydrex propylene glycol","dr:D02855"
"Aluminum chlorohydroxy allantoinate","dr:D02708"
"Aluminum clofibrate","dr:D01208"
"Aluminum dichlorohydrate","dr:D02856"
"Aluminum dichlorohydrex polyethylene glycol","dr:D02857"
"Aluminum dichlorohydrex propylene glycol","dr:D02858"
"aluminum glycinate and magnesium carbonate","dr:D03960"
"aluminum hydroxide","dr:D08708"
"Aluminum hydroxide","dr:D02416"
"Aluminum hydroxide and magnesium hydroxide","dr:D04393"
"Aluminum hydroxychloride","dr:D02852"
"Aluminum lactate","dr:D01424"
"Aluminum monostearate","dr:D01867"
"Aluminum phosphate","dr:D02862"
"Aluminum potassium sulfate","dr:D01724"
"Aluminum potassium sulfate hydrate","dr:D01724"
"Aluminum potassium sulfate hydrate and tannic acid","dr:D04684"
"Aluminum sesquichlorohydrate","dr:D02863"
"Aluminum sesquichlorohydrex polyethylene glycol","dr:D02864"
"Aluminum sesquichlorohydrex propylene glycol","dr:D02865"
"Aluminum silicate","dr:D03236"
"Aluminum silicate hydrate with silicon dioxide","dr:D06895"
"Aluminum subacetate","dr:D02866"
"Aluminum sulfate","dr:D08849"
"Aluminum zirconium octachlorohydrate","dr:D02868"
"Aluminum zirconium octachlorohydrex Gly","dr:D02869"
"Aluminum zirconium pentachlorohydrate","dr:D02870"
"Aluminum zirconium pentachlorohydrex Gly","dr:D02871"
"Aluminum zirconium tetrachlorohydrate","dr:D02872"
"Aluminum zirconium tetrachlorohydrex Gly","dr:D02873"
"Aluminum zirconium trichlorohydrate","dr:D02874"
"Aluminum zirconium trichlorohydrex Gly","dr:D02875"
"Alunbrig","dr:D10866"
"Alupent","dr:D00685"
"Alurate","dr:D00698"
"Alvameline maleate","dr:D02876"
"Alveograf","dr:D03922"
"Alverine","dr:D07440"
"Alverine citrate","dr:D02877"
"Alvesco","dr:D01703"
"Alvespimycin hydrochloride","dr:D06554"
"Alvimopan","dr:D02878"
"Alvimopan dihydrate","dr:D02878"
"Alvircept sudotox","dr:D02879"
"Alvocidib","dr:D09868"
"Alvocidib hydrochloride","dr:D02880"
"ALX 1-11","dr:D05364"
"Alzaten","dr:D08361"
"AM","dr:D08708"
"Am 80","dr:D01418"
"Amacetam hydrochloride","dr:D05592"
"Amacetam sulfate","dr:D05593"
"Amadinone acetate","dr:D02881"
